STAID,Y7Q10,STATE,LAT_GAGE,LNG_GAGE,LAT_GAGE_UTM,LNG_GAGE_UTM,STANAME,DRAIN_SQKM,HUC02,CLASS,HYDRO_DISTURB_INDX,BAS_COMPACTNESS,LAT_CENT,LONG_CENT,PPTAVG_BASIN,PPTAVG_SITE,T_AVG_BASIN,T_AVG_SITE,T_MAX_BASIN,T_MAXSTD_BASIN,T_MAX_SITE,T_MIN_BASIN,T_MINSTD_BASIN,T_MIN_SITE,RH_BASIN,RH_SITE,FST32F_BASIN,LST32F_BASIN,FST32SITE,LST32SITE,WD_BASIN,WD_SITE,WDMAX_BASIN,WDMIN_BASIN,WDMAX_SITE,WDMIN_SITE,PET,SNOW_PCT_PRECIP,PRECIP_SEAS_IND,JAN_PPT7100_CM,FEB_PPT7100_CM,MAR_PPT7100_CM,APR_PPT7100_CM,MAY_PPT7100_CM,JUN_PPT7100_CM,JUL_PPT7100_CM,AUG_PPT7100_CM,SEP_PPT7100_CM,OCT_PPT7100_CM,NOV_PPT7100_CM,DEC_PPT7100_CM,JAN_TMP7100_DEGC,FEB_TMP7100_DEGC,MAR_TMP7100_DEGC,APR_TMP7100_DEGC,MAY_TMP7100_DEGC,JUN_TMP7100_DEGC,JUL_TMP7100_DEGC,AUG_TMP7100_DEGC,SEP_TMP7100_DEGC,OCT_TMP7100_DEGC,NOV_TMP7100_DEGC,DEC_TMP7100_DEGC,GEOL_REEDBUSH_DOM,GEOL_REEDBUSH_DOM_PCT,GEOL_REEDBUSH_SITE,GEOL_HUNT_DOM_CODE,GEOL_HUNT_DOM_PCT,GEOL_HUNT_DOM_DESC,GEOL_HUNT_SITE_CODE,STREAMS_KM_SQ_KM,STRAHLER_MAX,MAINSTEM_SINUOUSITY,REACHCODE,ARTIFPATH_PCT,ARTIFPATH_MAINSTEM_PCT,HIRES_LENTIC_PCT,BFI_AVE,PERDUN,PERHOR,TOPWET,CONTACT,RUNAVE7100,WB5100_JAN_MM,WB5100_FEB_MM,WB5100_MAR_MM,WB5100_APR_MM,WB5100_MAY_MM,WB5100_JUN_MM,WB5100_JUL_MM,WB5100_AUG_MM,WB5100_SEP_MM,WB5100_OCT_MM,WB5100_NOV_MM,WB5100_DEC_MM,WB5100_ANN_MM,PCT_1ST_ORDER,PCT_2ND_ORDER,PCT_3RD_ORDER,PCT_4TH_ORDER,PCT_5TH_ORDER,PCT_6TH_ORDER_OR_MORE,PCT_NO_ORDER,NDAMS_2009,DDENS_2009,STOR_NID_2009,STOR_NOR_2009,MAJ_NDAMS_2009,MAJ_DDENS_2009,pre1940_NDAMS,pre1950_NDAMS,pre1960_NDAMS,pre1970_NDAMS,pre1980_NDAMS,pre1990_NDAMS,pre1940_DDENS,pre1950_DDENS,pre1960_DDENS,pre1970_DDENS,pre1980_DDENS,pre1990_DDENS,pre1940_STOR,pre1950_STOR,pre1960_STOR,pre1970_STOR,pre1980_STOR,pre1990_STOR,RAW_DIS_NEAREST_DAM,RAW_AVG_DIS_ALLDAMS,RAW_DIS_NEAREST_MAJ_DAM,RAW_AVG_DIS_ALL_MAJ_DAMS,CANALS_PCT,RAW_DIS_NEAREST_CANAL,RAW_AVG_DIS_ALLCANALS,CANALS_MAINSTEM_PCT,NPDES_MAJ_DENS,RAW_DIS_NEAREST_MAJ_NPDES,RAW_AVG_DIS_ALL_MAJ_NPDES,FRESHW_WITHDRAWAL,MINING92_PCT,PCT_IRRIG_AG,POWER_NUM_PTS,POWER_SUM_MW,FRAGUN_BASIN,HIRES_LENTIC_NUM,HIRES_LENTIC_DENS,HIRES_LENTIC_MEANSIZ,DEVNLCD06,FORESTNLCD06,PLANTNLCD06,WATERNLCD06,SNOWICENLCD06,DEVOPENNLCD06,DEVLOWNLCD06,DEVMEDNLCD06,DEVHINLCD06,BARRENNLCD06,DECIDNLCD06,EVERGRNLCD06,MIXEDFORNLCD06,SHRUBNLCD06,GRASSNLCD06,PASTURENLCD06,CROPSNLCD06,WOODYWETNLCD06,EMERGWETNLCD06,CDL_CORN,CDL_COTTON,CDL_RICE,CDL_SORGHUM,CDL_SOYBEANS,CDL_SUNFLOWERS,CDL_PEANUTS,CDL_BARLEY,CDL_DURUM_WHEAT,CDL_SPRING_WHEAT,CDL_WINTER_WHEAT,CDL_WWHT_SOY_DBL_CROP,CDL_OATS,CDL_ALFALFA,CDL_OTHER_HAYS,CDL_DRY_BEANS,CDL_POTATOES,CDL_FALLOW_IDLE,CDL_PASTURE_GRASS,CDL_ORANGES,CDL_OTHER_CROPS,CDL_ALL_OTHER_LAND,PDEN_2000_BLOCK,PDEN_DAY_LANDSCAN_2007,PDEN_NIGHT_LANDSCAN_2007,ROADS_KM_SQ_KM,RD_STR_INTERS,IMPNLCD06,NLCD01_06_DEV,HGA,HGB,HGAD,HGC,HGD,HGAC,HGBD,HGCD,HGBC,HGVAR,AWCAVE,PERMAVE,BDAVE,OMAVE,WTDEPAVE,ROCKDEPAVE,NO4AVE,NO200AVE,NO10AVE,CLAYAVE,SILTAVE,SANDAVE,KFACT_UP,RFACT,ELEV_MEAN_M_BASIN,ELEV_MAX_M_BASIN,ELEV_MIN_M_BASIN,ELEV_MEDIAN_M_BASIN,ELEV_STD_M_BASIN,ELEV_SITE_M,RRMEAN,RRMEDIAN,SLOPE_PCT,ASPECT_DEGREES,ASPECT_NORTHNESS,ASPECT_EASTNESS
3575100,64,AL,34.749257,-86.446655,866101.125,1342319.625,"FLINT RIVER AT BROWNSBORO, AL.",968.6,6,Non-ref,17,1.8,34.944564,-86.514874,145.97,145.01,14.78,14.9,21.33,0.313,21.9,8.59,0.206,9.3,71.3,73,293.2,102.4,297,99,109,106,10.7,6.9,10,6,829.3,4.1,0.093,13.81,12.03,16.26,11.68,12.78,11.95,11.35,8.51,10.97,9.13,13.18,14.26,3.86,5.63,10.12,15.13,19.48,23.46,25.32,24.95,21.7,15.54,9.8,5.25,sedimentary,100,sedimentary,rsi,97.5,Sandy or silty residuum; probably includes loess. Depth generally less than 10 feet,rsi,0.86,5,1.63,6.03E+12,0.64,0,0.34,35.7,4.9,6.8,12.66,504.2,687.7,87.7,98.3,107.9,84.9,58.9,36.5,23.2,13,11.7,14.1,34,68.3,638.5,61.04,19.86,8.25,7.08,2.49,0,1.27,6,0.62,1.11,0.67,0,0,0,0,3,6,6,6,0,0,0.31,0.62,0.62,0.62,0,0,0.75,1.11,1.11,1.11,16.1,28.4,-999,-999,0,-999,-999,0,0.1,5.3,5.3,26,0,0.37,0,0,82.5,939,0.969,3.5,9.04,19.93,61.77,0.25,0,6.29,2.28,0.35,0.12,0.03,18.18,0.82,0.93,3.78,1.54,31.74,30.03,3.66,0.01,7.15,7.23,0,0,10.56,0,0,0,0,0,0.02,5.42,0,0,12.62,0,0,0,8.76,0,0.2,48.02,55.4,35.96,53.12,1.53,0.56,1.64,0.67,0,62.55,0,29.56,7.89,0,0,0,0,0,0.13,1.35,1.45,0.33,4.67,57.98,89.36,74.25,85.67,35.81,50.81,13.37,0.36,318.24,262.8,572,186,253,45.2,194,0.199,0.174,3.1,178.5,-1,0.027
3575830,1.9,AL,34.697313,-86.699997,843775.375,1334259,"INDIAN CREEK NEAR MADISON, AL",126.7,6,Non-ref,13,1.75,34.793923,-86.695895,146.63,145.94,15.26,15.7,21.55,0.239,21.9,8.67,0.228,9.2,72.8,73,299.3,96.8,304,92,107.7,107,10,6,10,6,851.8,4,0.1,14.12,12.19,16.48,11.83,13.1,11.4,11.45,8.3,11.03,9.18,13.19,14.31,3.86,5.89,10.27,15.33,19.7,23.66,25.53,25.14,21.88,15.65,10.03,5.42,sedimentary,100,sedimentary,rsi,100,Sandy or silty residuum; probably includes loess. Depth generally less than 10 feet,rsi,0.82,4,1.22,6.03E+12,1.11,0,0.37,34.6,5,7.1,12.67,380.7,688,87.8,96.5,107.3,83.4,57.7,35.7,22.5,12.9,10.8,13.1,31.8,66.3,625.8,60.87,19.31,7.93,10.79,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999,-999,-999,0,-999,-999,0,0,-999,-999,35.3,0,0.64,0,0,83.9,127,1.002,3.7,32.21,17.59,39.51,0.11,0,16.37,13.51,1.92,0.41,0.09,13.16,2.64,1.79,6.47,1.74,18.67,20.84,2.29,0,2.91,5.37,0,0,3.18,0,0,0,0,0,0,6.22,0,0,1.82,0,0,0.02,12.12,0,0.13,68.23,193.43,134.37,189.85,2.72,0.96,7.39,5,0,81.91,0,11.94,6.15,0,0,0,0,0,0.15,1.32,1.4,0.27,5.37,58.38,92.79,77.67,90.28,38.9,46.98,14.12,0.33,336.76,244.6,454,183,241,28.2,185,0.227,0.214,3.7,156.3,-0.916,0.402
3576250,10,AL,34.751757,-86.823335,832033,1339232.5,LIMESTONE CREEK NEAR ATHENS AL,313.5,6,Non-ref,24,1.39,34.898227,-86.774376,146.86,145.12,14.99,15.4,21.43,0.15,21.9,8.55,0.199,9.1,71.9,73,295.5,100.8,301,96,107.8,109,10.1,6.8,11,7,837.1,4.2,0.096,14.01,12.04,16.32,11.81,13.27,11.56,11.54,8.37,10.83,9.35,13.33,14.41,3.76,5.7,10.12,15.19,19.51,23.51,25.38,24.98,21.76,15.5,9.85,5.26,sedimentary,100,sedimentary,rsi,94.8,Sandy or silty residuum; probably includes loess. Depth generally less than 10 feet,rsi,0.82,4,1.72,6.03E+12,0.65,0,0.44,35,4.7,6.3,12.96,558.5,687.7,85.4,93.9,104.3,81.6,56.3,35.1,21.9,12.3,10.5,12,30.7,65.2,609.3,61.83,14.53,13.78,9.61,0,0,0.24,4,1.28,1.51,0.98,0,0,0,0,1,4,4,4,0,0,0.32,1.28,1.28,1.28,0,0,0.42,1.51,1.51,1.51,4,15.8,-999,-999,0,-999,-999,0,0.32,3,3,658.7,0,0.86,0,0,87.1,337,1.075,4.1,12.92,16.81,60.95,0.19,0,8.15,4.2,0.48,0.09,0.02,12.77,1.54,2.5,5.65,1.4,44.42,16.53,2.05,0.01,6.16,2.5,0,0,8.75,0,0,0,0,0,0.02,3.19,0,0,9.6,0,0,0.01,16.06,0,0.1,53.62,91.13,45.88,93.04,1.93,0.75,2.49,1.74,0,53.33,0,41.91,4.76,0,0,0,0,0,0.13,1.28,1.46,0.32,4.05,59.99,89.23,75.28,85.84,34.57,53.13,12.3,0.37,333.19,253.7,387,192,256,19.4,193,0.316,0.328,1.7,197.6,-0.953,-0.302
3576500,0,AL,34.373152,-86.933617,826097.688,1296124.625,FLINT CREEK NEAR FALKVILLE AL,224.3,6,Non-ref,14,2.07,34.323068,-86.866079,146.24,142.97,15.25,15.3,22.01,0.071,22.1,8.95,0.166,9,71.1,72,293.2,98.7,294,96,106.8,107,10.8,6.9,11,7,848.2,4,0.091,14.34,12.38,16.37,12.45,12.26,11.24,11.73,9.22,11.58,9.11,12.22,13.34,4.71,6.42,10.69,15.47,19.94,23.81,25.54,25.18,22.09,15.97,10.25,5.87,sedimentary,100,sedimentary,"co/ss,sh",89.6,Sandy and stony colluvium derived mostly from sandstone and shale,rsi,0.99,4,2.37,6.03E+12,0,0,0.54,31.5,4.8,5,11.95,148.8,687,92.6,101.1,110.5,89.2,60.3,37.1,23.3,14.5,12.9,17,35.2,67.8,661.5,60.69,21.64,12.28,5.32,0,0,0.06,1,0.45,0.82,0.55,0,0,0,0,1,1,1,1,0,0,0.45,0.45,0.45,0.45,0,0,0.82,0.82,0.82,0.82,13.2,13.2,-999,-999,0,-999,-999,0,0,-999,-999,103.9,0.58,0,0,0,63.6,339,1.512,3.6,6.94,42.41,38.79,0.28,0,4.86,1.67,0.33,0.08,0.41,34.11,3.9,4.41,7.32,2.83,33.96,4.82,1.01,0.01,0.72,0.08,0,0,1.14,0,0,0,0,0,0.01,0.19,0,0,1.96,0,0,0.06,11.91,0,0.05,83.88,35.97,20.06,33.19,1.74,0.52,1.27,0,0,48.61,0,21.75,29.65,0,0,0,0,0,0.14,1.93,1.47,0.64,5.69,37.1,88.26,56.77,84.82,27.23,39.59,33.18,0.24,353.89,268.2,360,178,279,48,178,0.496,0.555,5.8,291.5,0.367,-0.93
3586500,0.81,AL,34.67009,-87.317243,788212.813,1325927.75,BIG NANCE CREEK AT COURTLAND AL,423.4,6,Non-ref,22,2.27,34.550012,-87.331009,149.12,148.23,15.92,15.8,22.24,0.12,22.3,9.33,0.12,9.5,71.7,71,298,96.3,299,95,109.8,107,10.7,6,10,6,886.9,3,0.111,14.57,12.67,16.57,12.21,14.14,11.67,11.18,8,10.95,9.14,13.38,14.65,4.37,6.51,10.82,16.04,20.26,24.13,26.02,25.61,22.36,16.18,10.51,6.03,sedimentary,100,sedimentary,"co/ss,sh",58.7,Sandy and stony colluvium derived mostly from sandstone and shale,"co/ss,sh",0.83,4,1.93,6.03E+12,0.9,0,0.78,35.5,4.6,7.7,12.77,548.5,655.7,86.8,95.3,103.2,82.1,57.3,35.3,21,12.1,12.2,10.8,29.1,63.4,608.7,59.18,16.73,13.5,10.58,0,0,0.01,3,0.71,32.25,4.94,1,0.24,0,0,0,1,1,3,0,0,0,0.24,0.24,0.71,0,0,0,5.5,5.5,32.25,10.3,12.7,10.3,10.3,0,-999,-999,0,0.24,20.4,20.4,44.5,0,0.32,0,0,68.8,658,1.554,5.1,7.04,30.03,43.84,0.51,0,5.28,1.29,0.41,0.07,0.25,19.88,5.27,4.88,7.96,4.3,39.63,4.21,6.07,0.01,3.54,0.14,0,0,2.12,0,0,0,0,0,0.02,1.37,0,0,2.12,0,0,0,30.39,0,0.01,60.29,30.62,25.62,26.8,1.72,0.59,1.17,0.04,0,31.77,0,34.68,33.55,0,0,0,0,0,0.15,1.2,1.44,0.62,4.14,51.84,91.99,71.42,90.32,33.5,45.19,21.31,0.31,365.58,200.4,323,166,198,18.7,170,0.219,0.204,2.6,13.8,0.971,0.238
3592000,22,AL,34.443987,-88.115596,718009.25,1294411,"BEAR CREEK AT REDBAY, AL",678.2,6,Non-ref,16,1.02,34.339705,-87.75772,154.67,153.07,15.27,16.1,21.91,0.27,22.6,9.17,0.167,9.4,70.2,70,298.5,97,303,91,100.5,98,10,5.8,10,6,853.1,4,0.113,14.68,13.19,17.12,13.26,15.06,11.94,11.83,8.58,11.07,9.02,13.58,15.32,4.25,6.35,10.57,15.77,19.97,23.84,25.76,25.44,22.16,16.18,10.33,5.9,sedimentary,100,sedimentary,rl,71.1,"Loam; texture variable, ranging from sand to clay, mostly non-swelling clay mineral, kaolinite; otherwise similar to rc",rl,1.08,4,2.19,6.03E+12,6.21,19.81,1.58,39.3,4.8,3.8,12.26,76.1,651.2,93.2,102.2,111.7,95.4,69.1,40.9,25,14.4,13.9,13.2,36.2,73.7,688.8,62.53,16.8,6.61,14,0,0,0.06,8,1.18,137.81,48.49,2,0.29,2,3,3,6,8,8,0.29,0.44,0.44,0.88,1.18,1.18,0.41,0.55,0.55,69.71,137.81,137.81,7,31.9,12.7,27.9,0,-999,-999,0,0,-999,-999,4.6,0.14,0.09,0,0,47.3,431,0.636,24.9,6.09,54.65,22.28,1.6,0,4.52,1.25,0.23,0.09,0.3,34.43,12.66,7.56,10.66,3.27,20.61,1.67,1.11,0.04,0.34,0.04,0,0,1.45,0,0,0,0,0,0.01,0.12,0,0,1.09,0,0,0.02,6.02,0,0.01,90.91,18.58,16.25,16.35,1.64,0.34,1.07,0.11,4.95,35.65,0,37.63,21.78,0,0,0,0,0,0.12,2.79,1.52,0.41,4.98,48.11,89.19,51.11,84.97,21.41,38.77,39.82,0.25,374.75,257.3,344,155,262,36,158,0.541,0.566,5.4,221.5,-0.749,-0.662
3592200,6.3,AL,34.548984,-88.019206,725781.875,1306843.625,CEDAR CREEK NEAR PLEASANT SITE AL,492.3,6,Non-ref,23,1.55,34.495699,-87.808167,149.87,151.66,14.97,15.6,21.98,0.229,22.5,8.72,0.221,9.1,69.4,69,296,99.9,299,96,95.7,98,9.5,5.3,10,6,838.6,4.8,0.113,14.13,12.71,16.62,12.87,15.33,11.26,11.8,8.01,10.74,8.85,13.15,14.41,3.97,6.16,10.35,15.53,19.76,23.68,25.75,25.35,22.04,15.88,10.19,5.71,sedimentary,100,sedimentary,rl,73.9,"Loam; texture variable, ranging from sand to clay, mostly non-swelling clay mineral, kaolinite; otherwise similar to rc",rl,0.9,4,1.67,6.03E+12,10.41,23.91,3.84,41.7,4.9,4.3,12.4,125.3,652,87.3,96.7,107.7,92.2,66.6,39.1,24.1,13.8,12.1,11.1,32.4,68.4,651.3,63.36,20.55,5.3,9.97,0,0,0.82,5,1.02,281.23,87.99,2,0.41,3,3,3,4,5,5,0.61,0.61,0.61,0.81,1.02,1.02,2.1,2.1,2.1,16.42,281.23,281.23,4.1,21.8,4.1,11.8,0,-999,-999,0,0.2,28,28,58.8,0.35,0,0,0,41.4,193,0.392,98,6.48,55.81,14.87,3.85,0,3.93,1.93,0.48,0.14,0.39,41.79,9.03,4.99,16.23,1.74,13.64,1.23,0.54,0.1,0.34,0.16,0,0,0.57,0.01,0,0,0,0,0,0.37,0,0,0.79,0,0,0.02,6.81,0,0.01,90.91,28.49,25.34,26.14,1.68,0.51,1.33,0.04,7.16,33.87,0,38.24,20.73,0,0,0,0,0,0.13,2.6,1.5,0.39,4.71,53.96,89.08,55.2,85.16,25.25,39.04,35.71,0.26,369.85,233.3,333,148,230,34.8,150,0.461,0.443,6.1,242,-0.47,-0.883
3592300,5.9,AL,34.488708,-88.035317,724884.375,1300003.875,LITTLE BEAR CREEK NEAR HALLTOWN AL,202.7,6,Non-ref,17,1.14,34.423247,-87.880889,153.18,152.4,15.19,15.8,21.96,0.295,22.5,8.99,0.215,9.3,69.4,69,297.3,98,301,93,97.1,97,10,5.2,10,5,851.8,4.4,0.118,14.25,13.03,17.1,13.2,15.32,11.74,11.58,8.43,10.68,8.92,13.25,15.69,4.08,6.26,10.46,15.69,19.89,23.79,25.79,25.44,22.12,16.09,10.3,5.82,sedimentary,100,sedimentary,rl,100,"Loam; texture variable, ranging from sand to clay, mostly non-swelling clay mineral, kaolinite; otherwise similar to rc",rl,1.15,4,1.57,6.03E+12,9.74,20.32,3.02,43.1,5,3,12.25,54.1,652,89.1,98.5,109.1,93.4,67.8,39.8,24.4,13.7,11.9,10.8,31.7,70.8,660.8,66.85,10.23,20.83,1.87,0,0,0.22,1,0.49,275.69,128.36,1,0.49,0,0,0,0,1,1,0,0,0,0,0.49,0.49,0,0,0,0,275.69,275.69,6.7,6.7,6.7,6.7,0,-999,-999,0,0,-999,-999,4,0.14,0.03,0,0,40.6,73,0.36,83.9,4.62,59.33,15,3.29,0,3.43,0.86,0.29,0.03,0.18,49.26,7.11,2.96,15.98,1.24,14.37,0.62,0.31,0.07,0.08,0.01,0,0,0.25,0,0,0,0,0,0,0.03,0,0,0.74,0,0,0.02,3.5,0,0,95.36,10.24,5.22,8.98,1.35,0.26,0.72,0.23,9.9,35.2,0,45.64,9.26,0,0,0,0,0,0.12,3.03,1.53,0.26,4.67,56.73,88.79,49.38,84.3,20.84,37.72,41.44,0.24,375.38,247,323,152,245,39.2,156,0.555,0.544,5.3,259.1,-0.189,-0.982
2177000,237.7,GA,34.813981,-83.305993,1148383.25,1382801.5,"CHATTOOGA RIVER NEAR CLAYTON, GA",526.8,3,Ref,14,1.54,34.957868,-83.202371,194.4,159.07,12.55,14,19.52,1.213,21.5,6.71,0.647,8,71.1,69,286.5,115,293,106,126.2,108,12.9,7.5,11,6,705.5,5.8,0.04,18.6,15.4,19.71,14.17,17.8,15.24,15.26,16.33,15.61,13.13,16.87,16.29,3.5,4.75,8.48,13,17.21,20.78,22.51,21.94,18.98,13.41,8.35,4.37,sedimentary,87.8,sedimentary,co/m,100,Stony colluvium on metamorphic rocks; less silt and clay than in co/ls,co/m,0.91,4,1.95,3.06E+12,1.44,6.48,0.15,66.7,4.7,4.3,10.89,20.6,1138.9,124.2,133.7,148.6,122,95.2,73.4,57.3,55.1,52.8,64.6,87.1,111.4,1125.3,61.63,17.84,12.02,8.5,0,0,0,13,2.47,2.63,2.06,0,0,0,4,7,10,10,10,0,0.76,1.33,1.9,1.9,1.9,0,0.77,1.09,1.67,1.67,1.67,20.6,31.9,-999,-999,0,-999,-999,0,0,-999,-999,379.4,0,0,0,0,14.2,57,0.108,13.8,3.67,93.12,1.87,0.08,0,3.55,0.1,0.03,0,0.15,64.75,20.61,7.76,0.6,0.38,1.84,0.03,0.14,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0,0,0.02,0.04,0,0.05,99.29,4.84,3.42,4.32,1.31,0.48,0.2,0,0,80.5,0,17.22,2.28,0,0,0,0,0,0.13,2.66,1.4,0.68,5.84,46.79,91.7,49.24,87.54,20.33,35.86,43.8,0.22,363.14,757.4,1474,365,748,201.3,366,0.354,0.345,20.1,149.5,-0.862,0.508
2178400,35.003,GA,34.890371,-83.530441,1127077.875,1388585.25,"TALLULAH RIVER NEAR CLAYTON, GA",151.3,3,Ref,5,2.68,34.954371,-83.532458,188.58,179.27,12.15,13.6,18.81,1.219,20.5,5.81,0.409,6.2,69.3,68,279.3,124.1,286,117,136.2,131,13.8,8.2,13,8,683.8,7.7,0.069,19.15,16.64,18.97,14.77,16.94,14.69,13.35,15.38,14.55,12.73,15.53,16.15,2.55,3.74,7.34,11.86,16.04,19.66,21.38,20.94,18.03,12.58,7.45,3.44,sedimentary,96.3,sedimentary,co/m,100,Stony colluvium on metamorphic rocks; less silt and clay than in co/ls,co/m,0.91,4,1.39,3.06E+12,0.25,0,0.06,64.6,4.4,4.1,10.27,14.2,1130.3,128.3,142.6,157.1,128.9,98.3,70.1,52.7,48.8,49.1,62.3,87.7,113.7,1139.6,61.77,23.16,14.96,0.11,0,0,0,1,0.66,0.72,0.44,0,0,0,0,0,1,1,1,0,0,0,0.66,0.66,0.66,0,0,0,0.72,0.72,0.72,6.6,6.6,-999,-999,0,-999,-999,0,0,-999,-999,5.2,0,0.21,0,0,11.9,15,0.099,6.2,2.41,94.58,1.88,0.02,0,2.39,0.01,0,0,0,87.29,4.51,2.78,0.75,0.32,1.88,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0,99.77,3.7,1.69,3.37,0.81,0.59,0.1,0,0,81.45,0,17.99,0.56,0,0,0,0,0,0.14,2.69,1.39,0.69,5.85,49.94,91.35,47.14,86.61,18.91,35.47,45.61,0.22,379.01,885.7,1659,573,851,206,575,0.288,0.256,26.5,181.2,-1,-0.022
2188500,5.6529,GA,34.18122,-82.943753,1190641.125,1317149.25,"BEAVERDAM CREEK AT DEWY ROSE, GA",100.1,3,Non-ref,14,1.23,34.277972,-83.052353,128.04,124.13,15.89,15.8,22.59,0.102,22.7,9.68,0.102,9.6,68,67,304.9,94.6,299,102,97.8,98,9.8,5.4,10,5,876.8,2.2,0.066,13,11.42,14.38,8.83,10.43,10.05,10.23,10.59,9.35,9.39,9.57,10.81,5.76,7.31,11.32,15.96,20.34,24.3,25.96,25.41,22.36,16.41,10.98,6.69,sedimentary,100,sedimentary,rsh,100,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh,0.77,3,1.31,3.06E+12,0.67,0,1.41,59.5,6.3,7.6,12.45,157,413.5,62.7,75,86.7,61.5,37.8,24.4,16.2,10.8,8.6,10.1,18.5,34.8,447.1,53.57,19.78,26.65,0,0,0,0,5,5,22.46,0,0,0,0,0,0,4,5,5,0,0,0,4,5,5,0,0,0,20.37,22.46,22.46,13.3,17.4,-999,-999,0,-999,-999,0,0,-999,-999,8,0,0.81,0,0,78.2,155,1.549,9.1,9.07,28.54,49.58,0.68,0,4.53,3.51,0.67,0.36,0.78,23.12,5.16,0.26,0.24,7.74,49.01,0.57,3.36,0.02,1.65,0,0,0.01,0.12,0,0,0.21,0,0,0.29,0.29,0,0,23.92,0,0,0.01,1.2,0,0.08,72.23,30.95,33.44,29.48,2.13,0.48,2.19,0,0,98.85,0,1.15,0,0,0,0,0,0,0.14,1.65,1.38,0.28,5.84,58.8,94.85,60.15,92.19,35.23,30,34.76,0.27,257.23,245.4,293,182,248,22.6,186,0.571,0.595,2.7,162.6,-0.954,0.298
2191200,29.354,GA,34.337604,-83.487943,1139012.75,1327804.125,"HUDSON RIVER AT HOMER, GA.",156.8,3,Non-ref,18,1.97,34.40551,-83.548277,142.45,136.27,15.23,15.7,22.02,0.384,22.3,9.21,0.208,9.1,68.2,68,299.5,100.9,300,99,104.7,99,10.2,6,10,6,837.5,3.1,0.067,14.84,12.81,15.27,10.18,11.8,10.93,11.37,11.41,10.42,10.71,11.2,11.67,5.37,6.93,10.91,15.48,19.76,23.67,25.41,24.91,21.83,15.94,10.69,6.43,sedimentary,100,sedimentary,co/m,51.1,Stony colluvium on metamorphic rocks; less silt and clay than in co/ls,rgr,0.95,4,1.92,3.06E+12,0.3,0,0.21,64.4,6.2,6.1,12,108,445.5,81.9,92,101.1,75.6,49.6,32,21,16.4,12.1,15.7,29.7,50.8,578,59.5,20.66,10.03,9.81,0,0,0,5,3.19,30.14,13.71,2,1.28,1,1,2,2,2,3,0.64,0.64,1.28,1.28,1.28,1.91,0.2,0.2,1.09,1.09,1.09,1.58,12.2,14.6,14.5,14.9,0,-999,-999,0,0,-999,-999,5,0,0.16,0,0,47,83,0.529,4,7.82,60.5,18.82,0.32,0,5.38,1.78,0.57,0.1,0.48,55.65,4.31,0.54,0.51,9.69,18.82,0,1.86,0,0.01,0,0,0,0.02,0,0,0,0,0,0.02,0,0,0,6,0,0,0,0.07,0,0,93.86,27.68,20.42,26.23,1.99,0.43,1.4,0.04,0,93,0,6.39,0.61,0,0,0,0,0,0.13,1.95,1.38,0.29,5.63,57.1,93.48,56.72,89.96,33.08,29.95,36.97,0.25,276.54,297.1,488,213,277,56.4,213,0.306,0.233,6.7,135.7,-0.716,0.698
2192000,148.05,GA,33.974167,-82.77,1209595.625,1296422.375,"BROAD RIVER NEAR BELL, GA",3673.5,3,Non-ref,17,1.83,34.160168,-83.183589,130.57,122.92,15.84,16.1,22.69,0.42,23.5,9.66,0.329,9.6,67.9,67,302.4,97.1,303,98,96.3,98,9.7,5.5,10,6,871,2.7,0.062,13.49,11.93,13.97,9.28,10.59,10.25,10.7,10.99,9.59,9.39,9.88,10.5,5.81,7.42,11.52,16.06,20.45,24.35,26.05,25.52,22.44,16.49,11.16,6.82,sedimentary,89.1,sedimentary,rgr,45.8,"Residuum with abundant quartz; much less mica than rsh, but equal to clay",al,0.84,6,1.55,3.06E+12,3.27,33.02,0.56,58.4,5.5,6.9,12.35,165.2,442.8,66.6,78.4,87.9,63.8,41.2,26.9,17.9,12.7,9.4,11.8,21.2,38,475.7,60.76,18.27,11.21,5.99,1.48,2.15,0.13,103,2.8,23.34,4,10,0.27,3,4,23,68,98,101,0.08,0.11,0.63,1.85,2.67,2.75,0.36,1.55,4.49,12.26,22.04,22.12,11.1,59.5,42.2,78.1,0,-999,-999,0,0.05,59.4,63.2,5.5,0.09,0.05,0,0,48.7,3213,0.875,6.4,7.82,53.05,21.88,0.58,0,5.68,1.65,0.39,0.1,0.79,35.55,16.48,1.03,2.19,10.12,21.8,0.08,3.55,0.01,0.05,0,0,0.01,0.09,0,0,0,0,0,0.05,0.06,0,0,8.64,0,0,0.01,0.41,0,0.01,90.68,23.12,17.85,21.53,1.68,0.39,1.25,0.1,0,90.97,0,6.63,0.09,0,0,2.31,0,0,0.14,1.75,1.38,0.29,5.65,58.25,94.47,59.86,91.23,34.74,30.84,34.43,0.27,260.66,217.7,552,115,214,51.6,123,0.235,0.227,4.3,137.6,-0.738,0.675
